source POD, destination POD, #cores, #slots,
113,42,1,17,
113,40,1,17,
110,197,1,17,
110,175,1,17,
110,130,1,17,
110,120,1,17,
109,124,1,17,
108,194,1,17,
107,164,1,17,
106,197,1,17,
106,158,1,17,
106,116,1,17,
106,56,1,17,
106,55,1,17,
106,54,1,17,
105,174,1,17,
105,114,1,17,
103,173,1,17,
102,189,1,17,
102,182,1,17,
102,146,1,17,
102,134,1,17,
102,47,1,17,
102,33,1,17,
100,190,1,17,
100,134,1,17,
100,124,1,17,
100,120,1,17,
99,184,1,17,
99,171,1,17,
99,164,1,17,
99,124,1,17,
99,6,1,17,
99,5,1,17,
97,197,1,17,
97,185,1,17,
97,183,1,17,
97,172,1,17,
97,171,1,17,
97,156,1,17,
96,183,1,17,
96,145,1,17,
96,24,1,17,
96,19,1,17,
96,16,1,17,
96,2,1,17,
95,183,1,17,
95,116,1,17,
93,194,1,17,
92,170,1,17,
91,194,1,17,
91,172,1,17,
91,156,1,17,
91,134,1,17,
91,120,1,17,
90,107,1,17,
90,95,1,17,
89,185,1,17,
89,120,1,17,
89,11,1,17,
89,0,1,17,
88,182,1,17,
88,158,1,17,
88,56,1,17,
88,46,1,17,
88,44,1,17,
87,115,1,17,
87,114,1,17,
85,190,1,17,
85,175,1,17,
85,162,1,17,
85,147,1,17,
85,134,1,17,
85,86,1,17,
84,158,1,17,
83,170,1,17,
83,164,1,17,
83,120,1,17,
83,116,1,17,
81,120,1,17,
81,24,1,17,
81,23,1,17,
81,8,1,17,
80,191,1,17,
80,183,1,17,
80,171,1,17,
80,156,1,17,
80,155,1,17,
79,197,1,17,
79,92,1,17,
79,22,1,17,
79,15,1,17,
79,6,1,17,
79,2,1,17,
78,145,1,17,
78,24,1,17,
78,5,1,17,
77,173,1,17,
77,147,1,17,
77,114,1,17,
76,189,1,17,
76,146,1,17,
76,142,1,17,
76,69,1,17,
76,54,1,17,
75,171,1,17,
74,164,1,17,
74,142,1,17,
73,194,1,17,
73,103,1,17,
73,93,1,17,
73,90,1,17,
73,87,1,17,
71,173,1,17,
71,171,1,17,
70,193,1,17,
69,155,1,17,
69,107,1,17,
69,71,1,17,
68,142,1,17,
68,115,1,17,
68,108,1,17,
67,178,1,17,
67,145,1,17,
66,115,1,17,
66,95,1,17,
65,192,1,17,
65,191,1,17,
65,134,1,17,
64,173,1,17,
63,197,1,17,
63,178,1,17,
62,146,1,17,
62,95,1,17,
62,77,1,17,
62,6,1,17,
62,4,1,17,
61,147,1,17,
60,173,1,17,
60,170,1,17,
60,114,1,17,
60,108,1,17,
58,197,1,17,
58,173,1,17,
58,130,1,17,
57,155,1,17,
57,124,1,17,
55,192,1,17,
54,191,1,17,
54,98,1,17,
54,92,1,17,
53,194,1,17,
53,178,1,17,
53,87,1,17,
52,164,1,17,
52,100,1,17,
51,191,1,17,
50,101,1,17,
49,183,1,17,
49,166,1,17,
49,82,1,17,
49,78,1,17,
48,82,1,17,
46,92,1,17,
45,169,1,17,
45,143,1,17,
44,191,1,17,
43,171,1,17,
43,146,1,17,
42,111,1,17,
41,194,1,17,
41,62,1,17,
40,192,1,17,
39,192,1,17,
39,172,1,17,
39,130,1,17,
38,65,1,17,
37,190,1,17,
37,166,1,17,
37,142,1,17,
37,104,1,17,
36,147,1,17,
36,145,1,17,
35,147,1,17,
35,100,1,17,
35,84,1,17,
35,82,1,17,
35,78,1,17,
35,67,1,17,
32,182,1,17,
32,82,1,17,
31,192,1,17,
31,127,1,17,
31,107,1,17,
31,77,1,17,
31,74,1,17,
31,71,1,17,
30,77,1,17,
30,65,1,17,
29,82,1,17,
28,75,1,17,
26,172,1,17,
24,182,1,17,
24,137,1,17,
22,190,1,17,
22,166,1,17,
22,156,1,17,
21,123,1,17,
21,107,1,17,
21,57,1,17,
20,183,1,17,
20,81,1,17,
20,72,1,17,
20,41,1,17,
19,165,1,17,
19,57,1,17,
18,130,1,17,
18,123,1,17,
17,192,1,17,
17,162,1,17,
17,127,1,17,
17,104,1,17,
17,93,1,17,
16,108,1,17,
16,75,1,17,
15,133,1,17,
15,107,1,17,
15,104,1,17,
15,93,1,17,
14,166,1,17,
14,155,1,17,
13,169,1,17,
13,162,1,17,
13,126,1,17,
13,57,1,17,
12,118,1,17,
12,66,1,17,
11,119,1,17,
10,162,1,17,
10,105,1,17,
10,50,1,17,
9,145,1,17,
9,143,1,17,
9,118,1,17,
9,93,1,17,
7,69,1,17,
7,26,1,17,
5,66,1,17,
4,155,1,17,
4,149,1,17,
4,121,1,17,
3,191,1,17,
2,133,1,17,
2,127,1,17,
1,182,1,17,
1,152,1,17,
1,92,1,17,
0,155,1,17,
193,0,1,9,
182,67,1,9,
178,84,1,9,
178,34,1,9,
178,8,1,9,
172,87,1,9,
169,10,1,9,
164,182,1,9,
157,10,1,9,
152,146,1,9,
152,12,1,9,
149,165,1,9,
149,140,1,9,
149,61,1,9,
146,51,1,9,
143,93,1,9,
143,0,1,9,
140,149,1,9,
140,108,1,9,
140,82,1,9,
133,104,1,9,
133,72,1,9,
133,56,1,9,
130,187,1,9,
130,147,1,9,
127,84,1,9,
127,67,1,9,
127,37,1,9,
126,169,1,9,
126,121,1,9,
126,94,1,9,
123,103,1,9,
123,38,1,9,
121,74,1,9,
119,139,1,9,
119,122,1,9,
119,109,1,9,
119,87,1,9,
119,57,1,9,
119,51,1,9,
119,33,1,9,
118,122,1,9,
118,98,1,9,
118,59,1,9,
111,157,1,9,
111,138,1,9,
111,34,1,9,
111,12,1,9,
111,9,1,9,
108,47,1,9,
108,0,1,9,
105,138,1,9,
105,71,1,9,
104,122,1,9,
101,121,1,9,
94,164,1,9,
94,9,1,9,
90,149,1,9,
90,147,1,9,
86,110,1,9,
86,87,1,9,
84,122,1,9,
84,67,1,9,
84,60,1,9,
82,126,1,9,
75,140,1,9,
74,146,1,9,
72,16,1,9,
71,118,1,9,
70,6,1,9,
67,140,1,9,
66,61,1,9,
64,157,1,9,
63,93,1,9,
60,101,1,9,
57,157,1,9,
51,110,1,9,
51,75,1,9,
43,165,1,9,
41,166,1,9,
41,133,1,9,
41,63,1,9,
39,165,1,9,
39,94,1,9,
37,87,1,9,
36,64,1,9,
33,64,1,9,
33,11,1,9,
33,0,1,9,
30,108,1,9,
26,36,1,9,
23,71,1,9,
18,139,1,9,
18,68,1,9,
18,64,1,9,
18,63,1,9,
15,121,1,9,
14,33,1,9,
12,33,1,9,
11,178,1,9,
11,133,1,9,
11,101,1,9,
10,152,1,9,
10,104,1,9,
7,165,1,9,
7,68,1,9,
7,47,1,9,
7,14,1,9,
5,148,1,9,
0,157,1,9,
199,2,1,5,
190,19,1,5,
190,17,1,5,
189,190,1,5,
181,0,1,5,
180,181,1,5,
179,185,1,5,
179,61,1,5,
179,52,1,5,
177,11,1,5,
177,4,1,5,
176,6,1,5,
174,177,1,5,
171,195,1,5,
171,20,1,5,
168,198,1,5,
168,188,1,5,
167,23,1,5,
167,2,1,5,
163,196,1,5,
163,181,1,5,
163,167,1,5,
162,176,1,5,
160,81,1,5,
160,61,1,5,
160,43,1,5,
159,25,1,5,
159,0,1,5,
153,185,1,5,
153,81,1,5,
153,33,1,5,
151,162,1,5,
149,196,1,5,
149,22,1,5,
149,17,1,5,
141,145,1,5,
141,142,1,5,
139,171,1,5,
137,31,1,5,
137,27,1,5,
137,20,1,5,
136,174,1,5,
134,195,1,5,
134,145,1,5,
134,83,1,5,
133,159,1,5,
132,174,1,5,
132,150,1,5,
132,45,1,5,
131,180,1,5,
131,32,1,5,
131,20,1,5,
129,170,1,5,
127,170,1,5,
124,150,1,5,
124,5,1,5,
123,194,1,5,
121,143,1,5,
120,199,1,5,
120,183,1,5,
120,85,1,5,
117,38,1,5,
117,4,1,5,
115,7,1,5,
114,183,1,5,
114,3,1,5,
113,124,1,5,
111,176,1,5,
111,117,1,5,
102,183,1,5,
102,50,1,5,
100,196,1,5,
100,115,1,5,
100,104,1,5,
97,102,1,5,
96,162,1,5,
96,135,1,5,
96,62,1,5,
95,194,1,5,
94,129,1,5,
92,104,1,5,
92,7,1,5,
92,6,1,5,
91,185,1,5,
91,130,1,5,
91,116,1,5,
90,142,1,5,
90,135,1,5,
89,195,1,5,
89,129,1,5,
89,19,1,5,
88,150,1,5,
88,38,1,5,
88,30,1,5,
85,145,1,5,
85,26,1,5,
84,182,1,5,
83,65,1,5,
83,35,1,5,
81,182,1,5,
80,142,1,5,
80,65,1,5,
78,161,1,5,
77,188,1,5,
76,114,1,5,
75,182,1,5,
75,170,1,5,
75,105,1,5,
74,175,1,5,
73,106,1,5,
73,26,1,5,
71,175,1,5,
71,168,1,5,
71,143,1,5,
69,141,1,5,
69,128,1,5,
66,127,1,5,
66,78,1,5,
66,75,1,5,
66,60,1,5,
65,161,1,5,
62,158,1,5,
62,7,1,5,
58,143,1,5,
54,192,1,5,
54,156,1,5,
54,155,1,5,
53,184,1,5,
53,128,1,5,
53,84,1,5,
52,189,1,5,
52,154,1,5,
50,161,1,5,
49,188,1,5,
49,118,1,5,
43,128,1,5,
42,140,1,5,
42,135,1,5,
42,133,1,5,
39,133,1,5,
35,148,1,5,
35,36,1,5,
31,59,1,5,
29,192,1,5,
29,172,1,5,
29,116,1,5,
28,115,1,5,
27,189,1,5,
24,148,1,5,
24,99,1,5,
24,74,1,5,
23,119,1,5,
22,111,1,5,
22,108,1,5,
21,175,1,5,
21,158,1,5,
19,108,1,5,
18,95,1,5,
18,26,1,5,
17,73,1,5,
14,158,1,5,
14,154,1,5,
14,49,1,5,
10,87,1,5,
8,95,1,5,
5,184,1,5,
5,37,1,5,
4,192,1,5,
1,184,1,5,
1,105,1,5,
1,49,1,5,
0,75,1,5,
199,156,1,2,
199,152,1,2,
198,151,1,2,
198,101,1,2,
198,69,1,2,
197,136,1,2,
197,72,1,2,
194,155,1,2,
193,6,1,2,
191,1,1,2,
186,51,1,2,
180,193,1,2,
180,121,1,2,
178,38,1,2,
178,0,1,2,
166,99,1,2,
157,69,1,2,
155,23,1,2,
154,136,1,2,
151,44,1,2,
151,0,1,2,
149,37,1,2,
147,70,1,2,
146,113,1,2,
146,38,1,2,
144,108,1,2,
143,121,1,2,
136,8,1,2,
130,193,1,2,
130,169,1,2,
127,155,1,2,
125,50,1,2,
125,30,1,2,
121,11,1,2,
119,104,1,2,
119,58,1,2,
119,8,1,2,
118,125,1,2,
118,26,1,2,
116,186,1,2,
113,193,1,2,
113,155,1,2,
113,136,1,2,
113,121,1,2,
113,118,1,2,
111,178,1,2,
108,125,1,2,
106,40,1,2,
104,143,1,2,
99,146,1,2,
97,119,1,2,
97,34,1,2,
97,28,1,2,
97,2,1,2,
87,119,1,2,
86,197,1,2,
80,172,1,2,
79,155,1,2,
79,104,1,2,
79,68,1,2,
79,27,1,2,
78,172,1,2,
77,156,1,2,
76,79,1,2,
75,112,1,2,
74,57,1,2,
74,21,1,2,
72,155,1,2,
72,149,1,2,
72,99,1,2,
72,79,1,2,
72,57,1,2,
72,50,1,2,
71,98,1,2,
71,64,1,2,
71,8,1,2,
70,191,1,2,
69,193,1,2,
66,152,1,2,
57,156,1,2,
57,136,1,2,
57,112,1,2,
55,191,1,2,
55,126,1,2,
51,119,1,2,
50,64,1,2,
49,152,1,2,
49,36,1,2,
48,156,1,2,
48,125,1,2,
46,84,1,2,
46,63,1,2,
39,67,1,2,
32,186,1,2,
32,79,1,2,
30,169,1,2,
26,126,1,2,
21,151,1,2,
16,191,1,2,
16,63,1,2,
16,15,1,2,
13,191,1,2,
12,105,1,2,
11,193,1,2,
11,166,1,2,
11,79,1,2,
8,172,1,2,
1,143,1,2,
1,116,1,2,
1,72,1,2,
199,7,1,17,
198,27,1,17,
198,23,1,17,
198,20,1,17,
198,7,1,17,
198,4,1,17,
198,0,1,17,
197,199,1,17,
196,2,1,17,
195,35,1,17,
195,17,1,17,
195,16,1,17,
195,9,1,17,
195,4,1,17,
195,0,1,17,
186,23,1,17,
186,20,1,17,
186,13,1,17,
186,10,1,17,
186,1,1,17,
186,0,1,17,
181,22,1,17,
181,19,1,17,
181,14,1,17,
181,10,1,17,
179,5,1,17,
179,4,1,17,
177,12,1,17,
177,9,1,17,
176,179,1,17,
174,181,1,17,
168,180,1,17,
168,31,1,17,
168,27,1,17,
168,23,1,17,
168,18,1,17,
168,10,1,17,
167,180,1,17,
167,22,1,17,
167,20,1,17,
167,14,1,17,
167,6,1,17,
163,179,1,17,
163,177,1,17,
163,59,1,17,
163,45,1,17,
163,42,1,17,
163,41,1,17,
160,199,1,17,
160,181,1,17,
160,180,1,17,
160,167,1,17,
159,196,1,17,
155,199,1,17,
154,21,1,17,
154,15,1,17,
154,14,1,17,
154,1,1,17,
153,35,1,17,
153,27,1,17,
153,20,1,17,
153,14,1,17,
153,12,1,17,
152,199,1,17,
151,196,1,17,
151,18,1,17,
151,17,1,17,
151,15,1,17,
151,12,1,17,
151,4,1,17,
150,199,1,17,
150,153,1,17,
150,18,1,17,
150,5,1,17,
150,0,1,17,
149,150,1,17,
146,177,1,17,
144,177,1,17,
143,177,1,17,
142,180,1,17,
141,196,1,17,
141,68,1,17,
141,62,1,17,
141,61,1,17,
141,53,1,17,
141,47,1,17,
137,196,1,17,
137,188,1,17,
137,180,1,17,
137,179,1,17,
135,159,1,17,
135,30,1,17,
135,21,1,17,
135,19,1,17,
134,180,1,17,
134,154,1,17,
131,135,1,17,
129,160,1,17,
129,47,1,17,
129,35,1,17,
129,26,1,17,
129,20,1,17,
129,18,1,17,
127,135,1,17,
126,179,1,17,
126,159,1,17,
125,160,1,17,
125,159,1,17,
125,78,1,17,
125,72,1,17,
125,57,1,17,
125,47,1,17,
124,188,1,17,
123,132,1,17,
117,196,1,17,
117,52,1,17,
117,46,1,17,
117,17,1,17,
117,14,1,17,
117,7,1,17,
115,188,1,17,
114,128,1,17,
113,132,1,17,
113,20,1,17,
113,11,1,17,
113,5,1,17,
113,1,1,17,
108,176,1,17,
106,52,1,17,
106,39,1,17,
106,34,1,17,
106,31,1,17,
106,22,1,17,
106,19,1,17,
102,31,1,17,
102,23,1,17,
102,13,1,17,
102,9,1,17,
100,174,1,17,
100,159,1,17,
100,136,1,17,
99,174,1,17,
99,113,1,17,
99,0,1,17,
97,184,1,17,
97,176,1,17,
97,131,1,17,
97,124,1,17,
97,22,1,17,
97,8,1,17,
96,0,1,17,
95,184,1,17,
94,161,1,17,
93,188,1,17,
91,161,1,17,
91,22,1,17,
91,12,1,17,
91,6,1,17,
90,184,1,17,
89,154,1,17,
89,91,1,17,
88,131,1,17,
88,89,1,17,
88,43,1,17,
88,37,1,17,
88,25,1,17,
85,96,1,17,
85,65,1,17,
85,64,1,17,
85,61,1,17,
85,40,1,17,
85,32,1,17,
84,96,1,17,
83,176,1,17,
83,132,1,17,
83,128,1,17,
83,111,1,17,
83,94,1,17,
83,91,1,17,
81,5,1,17,
80,188,1,17,
80,184,1,17,
80,176,1,17,
80,161,1,17,
80,107,1,17,
80,81,1,17,
79,175,1,17,
78,184,1,17,
78,128,1,17,
77,158,1,17,
77,128,1,17,
76,158,1,17,
76,33,1,17,
76,31,1,17,
76,30,1,17,
76,26,1,17,
76,3,1,17,
75,116,1,17,
74,185,1,17,
74,159,1,17,
73,189,1,17,
73,136,1,17,
73,116,1,17,
73,89,1,17,
73,75,1,17,
73,48,1,17,
72,175,1,17,
72,161,1,17,
72,158,1,17,
72,128,1,17,
71,184,1,17,
70,102,1,17,
67,136,1,17,
67,102,1,17,
67,99,1,17,
67,79,1,17,
66,175,1,17,
66,88,1,17,
65,175,1,17,
65,5,1,17,
63,161,1,17,
63,134,1,17,
62,128,1,17,
60,131,1,17,
60,99,1,17,
59,176,1,17,
58,146,1,17,
58,121,1,17,
58,87,1,17,
58,64,1,17,
58,51,1,17,
58,32,1,17,
57,189,1,17,
57,131,1,17,
57,96,1,17,
55,197,1,17,
55,145,1,17,
55,100,1,17,
55,87,1,17,
54,161,1,17,
54,146,1,17,
54,124,1,17,
54,116,1,17,
54,99,1,17,
54,96,1,17,
53,115,1,17,
53,79,1,17,
53,34,1,17,
53,30,1,17,
53,29,1,17,
52,136,1,17,
49,197,1,17,
47,197,1,17,
46,173,1,17,
45,123,1,17,
42,178,1,17,
42,131,1,17,
42,130,1,17,
42,120,1,17,
42,93,1,17,
40,175,1,17,
40,171,1,17,
40,95,1,17,
39,171,1,17,
39,136,1,17,
39,120,1,17,
38,95,1,17,
37,185,1,17,
37,134,1,17,
37,132,1,17,
37,62,1,17,
36,137,1,17,
36,136,1,17,
35,189,1,17,
35,188,1,17,
35,120,1,17,
33,134,1,17,
32,81,1,17,
31,185,1,17,
31,115,1,17,
29,189,1,17,
29,89,1,17,
28,114,1,17,
28,100,1,17,
24,189,1,17,
24,158,1,17,
24,84,1,17,
24,41,1,17,
23,115,1,17,
22,189,1,17,
21,137,1,17,
21,132,1,17,
21,39,1,17,
21,3,1,17,
19,185,1,17,
19,174,1,17,
19,166,1,17,
18,173,1,17,
18,170,1,17,
17,130,1,17,
17,124,1,17,
17,107,1,17,
16,120,1,17,
15,197,1,17,
15,174,1,17,
14,185,1,17,
13,183,1,17,
13,124,1,17,
13,115,1,17,
13,104,1,17,
12,197,1,17,
11,142,1,17,
11,124,1,17,
9,96,1,17,
7,114,1,17,
7,81,1,17,
7,79,1,17,
6,69,1,17,
5,156,1,17,
4,75,1,17,
4,50,1,17,
3,110,1,17,
3,107,1,17,
2,185,1,17,
2,174,1,17,
2,171,1,17,
2,115,1,17,
2,108,1,17,
1,194,1,17,
1,191,1,17,
1,156,1,17,
194,143,1,9,
194,104,1,9,
194,44,1,9,
193,170,1,9,
192,139,1,9,
192,138,1,9,
192,116,1,9,
192,23,1,9,
191,78,1,9,
191,71,1,9,
191,25,1,9,
190,152,1,9,
190,126,1,9,
190,120,1,9,
190,118,1,9,
190,116,1,9,
190,111,1,9,
190,105,1,9,
190,69,1,9,
190,65,1,9,
190,55,1,9,
183,145,1,9,
183,139,1,9,
183,110,1,9,
183,71,1,9,
182,158,1,9,
178,145,1,9,
178,114,1,9,
175,193,1,9,
175,192,1,9,
173,166,1,9,
173,104,1,9,
173,38,1,9,
173,27,1,9,
172,132,1,9,
172,49,1,9,
171,74,1,9,
171,68,1,9,
171,25,1,9,
170,166,1,9,
170,165,1,9,
170,148,1,9,
170,133,1,9,
170,104,1,9,
170,92,1,9,
170,75,1,9,
170,48,1,9,
164,116,1,9,
164,81,1,9,
162,63,1,9,
162,45,1,9,
158,144,1,9,
156,155,1,9,
156,110,1,9,
155,64,1,9,
148,79,1,9,
147,145,1,9,
147,16,1,9,
146,183,1,9,
146,16,1,9,
145,187,1,9,
145,171,1,9,
145,120,1,9,
145,82,1,9,
145,50,1,9,
145,39,1,9,
143,183,1,9,
143,120,1,9,
143,62,1,9,
143,55,1,9,
143,45,1,9,
142,187,1,9,
142,46,1,9,
142,8,1,9,
142,6,1,9,
134,162,1,9,
134,110,1,9,
133,171,1,9,
133,32,1,9,
133,16,1,9,
132,143,1,9,
130,16,1,9,
127,29,1,9,
126,158,1,9,
126,116,1,9,
121,145,1,9,
121,77,1,9,
120,194,1,9,
118,24,1,9,
116,103,1,9,
116,95,1,9,
114,166,1,9,
114,162,1,9,
114,37,1,9,
114,8,1,9,
112,156,1,9,
111,183,1,9,
110,45,1,9,
107,192,1,9,
107,68,1,9,
107,59,1,9,
107,48,1,9,
107,32,1,9,
107,11,1,9,
105,100,1,9,
105,55,1,9,
104,32,1,9,
101,119,1,9,
100,192,1,9,
95,149,1,9,
95,93,1,9,
95,57,1,9,
95,28,1,9,
94,77,1,9,
92,172,1,9,
92,68,1,9,
92,57,1,9,
90,156,1,9,
89,162,1,9,
86,147,1,9,
82,26,1,9,
81,178,1,9,
81,140,1,9,
81,127,1,9,
79,158,1,9,
79,67,1,9,
79,62,1,9,
78,193,1,9,
78,166,1,9,
78,138,1,9,
78,101,1,9,
78,68,1,9,
77,112,1,9,
77,109,1,9,
77,24,1,9,
75,95,1,9,
75,49,1,9,
74,60,1,9,
74,9,1,9,
72,65,1,9,
72,52,1,9,
71,110,1,9,
70,173,1,9,
69,70,1,9,
69,40,1,9,
67,183,1,9,
67,11,1,9,
66,104,1,9,
66,57,1,9,
66,44,1,9,
66,27,1,9,
65,144,1,9,
65,33,1,9,
64,182,1,9,
63,142,1,9,
62,123,1,9,
62,109,1,9,
62,28,1,9,
62,8,1,9,
60,192,1,9,
60,169,1,9,
60,133,1,9,
60,127,1,9,
60,94,1,9,
55,194,1,9,
52,147,1,9,
52,111,1,9,
52,68,1,9,
52,64,1,9,
52,30,1,9,
50,130,1,9,
50,123,1,9,
50,84,1,9,
49,103,1,9,
49,69,1,9,
46,110,1,9,
45,138,1,9,
45,122,1,9,
45,114,1,9,
45,82,1,9,
44,166,1,9,
44,119,1,9,
44,67,1,9,
43,169,1,9,
41,127,1,9,
41,104,1,9,
41,33,1,9,
40,182,1,9,
40,178,1,9,
40,101,1,9,
39,50,1,9,
37,155,1,9,
36,69,1,9,
33,82,1,9,
33,16,1,9,
32,11,1,9,
28,173,1,9,
28,108,1,9,
28,82,1,9,
26,87,1,9,
24,166,1,9,
24,126,1,9,
16,178,1,9,
16,157,1,9,
16,105,1,9,
15,178,1,9,
15,105,1,9,
11,110,1,9,
11,77,1,9,
11,51,1,9,
6,142,1,9,
179,41,1,5,
179,24,1,5,
179,15,1,5,
163,113,1,5,
163,87,1,5,
163,36,1,5,
161,190,1,5,
160,15,1,5,
160,14,1,5,
160,8,1,5,
154,190,1,5,
153,26,1,5,
153,19,1,5,
153,16,1,5,
145,181,1,5,
142,181,1,5,
137,19,1,5,
137,11,1,5,
136,181,1,5,
131,149,1,5,
125,177,1,5,
125,132,1,5,
124,20,1,5,
120,37,1,5,
120,21,1,5,
119,171,1,5,
112,134,1,5,
111,177,1,5,
111,159,1,5,
107,176,1,5,
107,171,1,5,
106,171,1,5,
100,167,1,5,
100,29,1,5,
97,159,1,5,
96,57,1,5,
96,9,1,5,
95,171,1,5,
92,162,1,5,
91,183,1,5,
91,162,1,5,
91,111,1,5,
89,159,1,5,
89,117,1,5,
88,195,1,5,
88,5,1,5,
87,167,1,5,
85,167,1,5,
85,16,1,5,
83,88,1,5,
83,30,1,5,
83,4,1,5,
81,89,1,5,
80,185,1,5,
80,92,1,5,
79,132,1,5,
79,124,1,5,
78,131,1,5,
78,96,1,5,
75,190,1,5,
74,124,1,5,
72,117,1,5,
69,196,1,5,
69,185,1,5,
68,120,1,5,
67,196,1,5,
66,183,1,5,
66,131,1,5,
66,42,1,5,
66,32,1,5,
66,6,1,5,
66,3,1,5,
65,183,1,5,
65,80,1,5,
65,37,1,5,
62,176,1,5,
62,114,1,5,
60,129,1,5,
54,74,1,5,
53,162,1,5,
53,63,1,5,
52,195,1,5,
51,174,1,5,
50,137,1,5,
49,195,1,5,
43,176,1,5,
42,125,1,5,
42,122,1,5,
41,170,1,5,
41,134,1,5,
40,81,1,5,
39,117,1,5,
35,162,1,5,
35,66,1,5,
33,85,1,5,
31,196,1,5,
31,53,1,5,
30,183,1,5,
30,66,1,5,
28,65,1,5,
26,185,1,5,
26,134,1,5,
24,150,1,5,
23,100,1,5,
22,188,1,5,
21,174,1,5,
21,135,1,5,
19,177,1,5,
17,102,1,5,
15,129,1,5,
14,128,1,5,
13,73,1,5,
12,49,1,5,
9,162,1,5,
8,102,1,5,
7,151,1,5,
7,149,1,5,
7,143,1,5,
5,133,1,5,
5,92,1,5,
4,189,1,5,
4,104,1,5,
3,141,1,5,
1,192,1,5,
1,73,1,5,
199,99,1,2,
199,98,1,2,
199,90,1,2,
199,82,1,2,
199,64,1,2,
199,52,1,2,
199,46,1,2,
198,189,1,2,
198,188,1,2,
198,67,1,2,
198,59,1,2,
198,37,1,2,
198,12,1,2,
194,75,1,2,
194,41,1,2,
194,1,1,2,
192,49,1,2,
191,102,1,2,
190,112,1,2,
190,99,1,2,
189,30,1,2,
188,191,1,2,
188,151,1,2,
186,149,1,2,
184,147,1,2,
184,144,1,2,
184,126,1,2,
184,97,1,2,
183,155,1,2,
182,157,1,2,
182,122,1,2,
182,112,1,2,
182,86,1,2,
182,32,1,2,
182,16,1,2,
180,99,1,2,
180,0,1,2,
175,126,1,2,
175,92,1,2,
175,47,1,2,
174,155,1,2,
172,114,1,2,
172,20,1,2,
171,109,1,2,
170,139,1,2,
170,122,1,2,
170,121,1,2,
170,118,1,2,
170,107,1,2,
168,166,1,2,
168,152,1,2,
168,11,1,2,
168,8,1,2,
162,84,1,2,
162,56,1,2,
161,178,1,2,
161,166,1,2,
161,51,1,2,
156,132,1,2,
156,111,1,2,
154,150,1,2,
154,52,1,2,
151,142,1,2,
150,172,1,2,
150,146,1,2,
149,116,1,2,
147,158,1,2,
145,169,1,2,
145,155,1,2,
145,110,1,2,
142,172,1,2,
142,55,1,2,
141,144,1,2,
141,143,1,2,
141,126,1,2,
141,109,1,2,
136,133,1,2,
136,81,1,2,
135,194,1,2,
135,142,1,2,
135,140,1,2,
135,122,1,2,
133,87,1,2,
129,186,1,2,
128,194,1,2,
128,180,1,2,
128,151,1,2,
126,65,1,2,
119,184,1,2,
115,172,1,2,
115,154,1,2,
115,139,1,2,
115,127,1,2,
115,106,1,2,
115,103,1,2,
115,87,1,2,
114,158,1,2,
114,151,1,2,
113,84,1,2,
108,34,1,2,
108,18,1,2,
108,3,1,2,
108,1,1,2,
106,113,1,2,
99,192,1,2,
99,133,1,2,
95,186,1,2,
95,105,1,2,
92,116,1,2,
92,110,1,2,
92,86,1,2,
92,76,1,2,
89,148,1,2,
87,54,1,2,
84,81,1,2,
84,22,1,2,
79,189,1,2,
79,75,1,2,
76,182,1,2,
73,165,1,2,
73,164,1,2,
73,156,1,2,
71,65,1,2,
71,0,1,2,
70,180,1,2,
70,78,1,2,
68,99,1,2,
66,143,1,2,
66,130,1,2,
65,166,1,2,
65,122,1,2,
63,108,1,2,
63,99,1,2,
62,180,1,2,
54,76,1,2,
54,63,1,2,
54,28,1,2,
52,197,1,2,
49,192,1,2,
49,136,1,2,
49,67,1,2,
45,74,1,2,
39,128,1,2,
38,154,1,2,
36,158,1,2,
35,178,1,2,
33,113,1,2,
33,108,1,2,
30,104,1,2,
29,142,1,2,
29,57,1,2,
27,158,1,2,
24,75,1,2,
23,130,1,2,
22,169,1,2,
20,140,1,2,
20,130,1,2,
20,127,1,2,
20,93,1,2,
18,155,1,2,
18,75,1,2,
18,69,1,2,
17,194,1,2,
17,173,1,2,
17,151,1,2,
17,144,1,2,
17,116,1,2,
16,74,1,2,
13,184,1,2,
13,155,1,2,
11,71,1,2,
6,194,1,2,
3,149,1,2,
190,198,1,17,
188,198,1,17,
185,195,1,17,
182,198,1,17,
180,198,1,17,
180,186,1,17,
179,195,1,17,
168,4,1,17,
168,0,1,17,
163,168,1,17,
163,33,1,17,
163,29,1,17,
163,15,1,17,
161,163,1,17,
159,195,1,17,
156,198,1,17,
156,195,1,17,
154,167,1,17,
152,186,1,17,
152,181,1,17,
150,181,1,17,
150,168,1,17,
145,163,1,17,
143,150,1,17,
141,37,1,17,
141,27,1,17,
141,18,1,17,
141,11,1,17,
141,9,1,17,
141,5,1,17,
140,153,1,17,
137,195,1,17,
137,181,1,17,
135,181,1,17,
133,186,1,17,
133,180,1,17,
132,180,1,17,
131,186,1,17,
129,177,1,17,
129,16,1,17,
125,186,1,17,
125,181,1,17,
125,180,1,17,
125,32,1,17,
125,18,1,17,
125,16,1,17,
124,198,1,17,
124,180,1,17,
123,179,1,17,
123,135,1,17,
122,151,1,17,
120,150,1,17,
119,168,1,17,
119,160,1,17,
118,199,1,17,
118,177,1,17,
118,150,1,17,
117,179,1,17,
114,135,1,17,
113,151,1,17,
113,0,1,17,
111,135,1,17,
107,195,1,17,
